-44,-101,k10ACffEpY8wGHweckGqHmq9rY8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-45,-101,k10ACffEpY8wGHweckGqHmq9rY8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-46,-101,k10ACffEpY8wGHweckGqHmq9rY8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-47,-101,k10ACffEpY8wGHweckGqHmq9rY8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-42,-102,k10ACffEpY8wGHweckGqHmq9rY8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-43,-102,k10ACffEpY8wGHweckGqHmq9rY8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-44,-102,DNDXtB4z6/ztitoSa3bw3p183SY=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-45,-102,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-47,-102,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-42,-98,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-46,-102,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-43,-98,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-45,-98,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-46,-98,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-42,-103,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-43,-103,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-44,-103,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-45,-103,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-46,-103,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-47,-98,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-47,-103,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-44,-98,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-43,-99,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-44,-99,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-42,-99,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-45,-99,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-46,-99,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-47,-99,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-42,-100,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-43,-100,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-44,-100,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-45,-100,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-46,-100,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-47,-100,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-42,-101,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-43,-101,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-47,-97,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-46,-97,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-42,-97,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-43,-97,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-44,-97,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-45,-97,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-48,-100,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-48,-99,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-48,-103,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-48,-98,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-48,-102,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-48,-101,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-48,-97,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,IPz05b8bDM4s7mNCpQ0QESM86eg=
-47,-107,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,xZOgRc6CsYu01ufJbsiPPv97pNY=
-42,-108,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,xZOgRc6CsYu01ufJbsiPPv97pNY=
-48,-107,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,xZOgRc6CsYu01ufJbsiPPv97pNY=
-46,-107,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,xZOgRc6CsYu01ufJbsiPPv97pNY=
-43,-108,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,xZOgRc6CsYu01ufJbsiPPv97pNY=
-44,-107,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,xZOgRc6CsYu01ufJbsiPPv97pNY=
-45,-107,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,xZOgRc6CsYu01ufJbsiPPv97pNY=
-47,-108,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,xZOgRc6CsYu01ufJbsiPPv97pNY=
-46,-108,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,xZOgRc6CsYu01ufJbsiPPv97pNY=
-48,-108,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,xZOgRc6CsYu01ufJbsiPPv97pNY=
-43,-107,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,xZOgRc6CsYu01ufJbsiPPv97pNY=
-44,-108,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,xZOgRc6CsYu01ufJbsiPPv97pNY=
-42,-107,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,xZOgRc6CsYu01ufJbsiPPv97pNY=
-48,-106,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,xZOgRc6CsYu01ufJbsiPPv97pNY=
-47,-106,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,xZOgRc6CsYu01ufJbsiPPv97pNY=
-45,-108,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,xZOgRc6CsYu01ufJbsiPPv97pNY=
-46,-106,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,xZOgRc6CsYu01ufJbsiPPv97pNY=
-48,-112,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,xZOgRc6CsYu01ufJbsiPPv97pNY=
-42,-109,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,xZOgRc6CsYu01ufJbsiPPv97pNY=
-43,-109,aCPeEWTnCjaIL/YdnLPkCkpkDo8=,xZOgRc6CsYu01ufJbsiPPv97pNY=
